"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Otira",6.4,1,0.08,0.16,0.3,0.09,0.19,0.3,0.11,0.23,0.4,0.12,0.26,0.4,0.12,0.29,0.5,0.13,0.32,0.5
"Arthurs Pass",6.4,13,0.08,0.17,0.3,0.1,0.2,0.3,0.11,0.24,0.4,0.12,0.27,0.4,0.13,0.29,0.5,0.13,0.33,0.5
"Harihari",6.4,0,0.05,0.1,0.3,0.06,0.12,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.08,0.2,0.5,0.09,0.23,0.5
"Amberley",6.6,"n/a",0.06,0.12,0.3,0.07,0.14,0.4,0.08,0.17,0.4,0.09,0.2,0.5,0.1,0.23,0.5,0.1,0.26,0.5
"Oxford",6.5,"n/a",0.06,0.12,0.3,0.07,0.14,0.4,0.08,0.17,0.4,0.09,0.2,0.5,0.09,0.22,0.5,0.1,0.26,0.5
"Rangiora",6.5,"n/a",0.06,0.11,0.3,0.07,0.13,0.4,0.08,0.16,0.4,0.09,0.19,0.5,0.09,0.21,0.5,0.1,0.25,0.5
"Pegasus",6.5,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.08,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.25,0.5
"Woodend",6.5,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.08,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.25,0.5
"Franz Josef",6.5,0,0.04,0.09,0.3,0.05,0.1,0.4,0.06,0.12,0.4,0.07,0.15,0.5,0.07,0.17,0.5,0.08,0.2,0.6
"Kaiapoi",6.4,"n/a",0.06,0.11,0.3,0.07,0.13,0.4,0.08,0.16,0.4,0.09,0.19,0.5,0.09,0.21,0.5,0.1,0.25,0.5
"Fox Glacier",6.5,0,0.04,0.08,0.3,0.05,0.1,0.4,0.06,0.12,0.4,0.06,0.15,0.5,0.07,0.17,0.5,0.08,0.2,0.6
"Darfield",6.4,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.24,0.5
"West Melton",6.3,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.24,0.5
"Christchurch",6.2,"n/a",0.06,0.11,0.3,0.07,0.14,0.4,0.08,0.17,0.4,0.09,0.2,0.5,0.09,0.22,0.5,0.1,0.25,0.5
"Prebbleton",6.3,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.08,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.24,0.5
"Lyttelton",6.2,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.24,0.5
"Rolleston",6.3,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.15,0.4,0.08,0.19,0.5,0.09,0.2,0.5,0.1,0.24,0.5
"Methven",6.5,"n/a",0.05,0.09,0.3,0.05,0.11,0.4,0.06,0.13,0.4,0.07,0.16,0.5,0.08,0.18,0.5,0.08,0.21,0.6
"Diamond Harbour",6.2,"n/a",0.05,0.1,0.3,0.06,0.12,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.09,0.2,0.5,0.09,0.23,0.5
"Lincoln",6.3,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.09,0.2,0.5,0.09,0.23,0.5
"Mt Cook Village",6.5,"n/a",0.04,0.08,0.3,0.05,0.1,0.4,0.06,0.12,0.4,0.06,0.15,0.5,0.07,0.16,0.5,0.08,0.19,0.6
"Rakaia",6.4,"n/a",0.04,0.09,0.3,0.05,0.1,0.4,0.06,0.13,0.4,0.07,0.15,0.5,0.07,0.17,0.5,0.08,0.2,0.6
"Leeston",6.4,"n/a",0.04,0.09,0.3,0.05,0.11,0.4,0.06,0.13,0.4,0.07,0.16,0.5,0.07,0.18,0.5,0.08,0.21,0.5
"Akaroa",6.3,"n/a",0.04,0.08,0.3,0.04,0.09,0.4,0.05,0.11,0.4,0.06,0.13,0.5,0.06,0.15,0.5,0.07,0.18,0.6
"Ashburton",6.5,"n/a",0.04,0.08,0.3,0.04,0.09,0.4,0.05,0.11,0.5,0.06,0.14,0.5,0.06,0.15,0.5,0.07,0.18,0.6
"Geraldine",6.5,"n/a",0.03,0.07,0.3,0.04,0.09,0.4,0.05,0.1,0.5,0.06,0.13,0.5,0.06,0.14,0.6,0.07,0.17,0.6
"Fairlie",6.5,"n/a",0.04,0.07,0.3,0.04,0.09,0.4,0.05,0.11,0.5,0.06,0.13,0.5,0.06,0.15,0.6,0.07,0.18,0.6
"Temuka",6.4,"n/a",0.03,0.07,0.3,0.04,0.08,0.4,0.05,0.1,0.5,0.05,0.12,0.5,0.06,0.14,0.6,0.06,0.16,0.6
"Pleasant Point",6.4,"n/a",0.03,0.07,0.3,0.04,0.08,0.4,0.05,0.1,0.5,0.05,0.12,0.5,0.06,0.14,0.6,0.06,0.17,0.6
"Twizel",6.6,"n/a",0.04,0.08,0.3,0.05,0.09,0.4,0.05,0.11,0.5,0.06,0.14,0.5,0.07,0.16,0.5,0.07,0.19,0.6
"Timaru",6.4,"n/a",0.03,0.06,0.3,0.04,0.08,0.4,0.04,0.1,0.5,0.05,0.12,0.5,0.06,0.13,0.6,0.06,0.16,0.6
"Lake Hawea",6.8,"n/a",0.05,0.1,0.3,0.06,0.12,0.4,0.07,0.14,0.4,0.08,0.17,0.5,0.08,0.19,0.5,0.09,0.22,0.6
"Milford Sound",6.8,16,0.11,0.24,0.3,0.13,0.28,0.3,0.15,0.32,0.4,0.16,0.35,0.4,0.17,0.38,0.5,0.18,0.41,0.5
"Wanaka",6.8,"n/a",0.05,0.1,0.3,0.06,0.12,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.08,0.2,0.5,0.09,0.23,0.6
"Waimate",6.3,"n/a",0.03,0.06,0.3,0.04,0.08,0.4,0.04,0.09,0.5,0.05,0.11,0.5,0.05,0.13,0.5,0.06,0.15,0.6
"Arrowtown",6.8,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.09,0.2,0.5,0.09,0.24,0.6
"Arthurs Point",6.8,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.08,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.25,0.6
"Lake Hayes",6.8,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.09,0.2,0.5,0.09,0.23,0.6
"Queenstown",6.8,"n/a",0.05,0.11,0.3,0.06,0.13,0.4,0.07,0.16,0.4,0.08,0.19,0.5,0.09,0.21,0.5,0.1,0.24,0.6
"Cromwell",6.7,"n/a",0.04,0.09,0.3,0.05,0.11,0.4,0.06,0.13,0.5,0.07,0.16,0.5,0.07,0.18,0.5,0.08,0.21,0.6
"Oamaru",6.3,"n/a",0.03,0.06,0.3,0.04,0.07,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Clyde",6.7,"n/a",0.04,0.08,0.4,0.05,0.1,0.4,0.06,0.12,0.5,0.06,0.15,0.5,0.07,0.17,0.6,0.08,0.2,0.6
"Alexandra",6.7,"n/a",0.04,0.08,0.4,0.05,0.1,0.4,0.06,0.12,0.5,0.06,0.14,0.5,0.07,0.16,0.6,0.08,0.19,0.6
"Te Anau",7.0,"n/a",0.07,0.15,0.3,0.08,0.17,0.4,0.1,0.2,0.4,0.11,0.24,0.5,0.11,0.26,0.5,0.12,0.29,0.6
"Palmerston",6.3,"n/a",0.03,0.06,0.3,0.03,0.07,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Waikouaiti",6.2,"n/a",0.03,0.06,0.3,0.03,0.07,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Mosgiel",6.3,"n/a",0.03,0.06,0.3,0.03,0.07,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Dunedin",6.2,"n/a",0.03,0.06,0.3,0.03,0.07,0.4,0.04,0.09,0.4,0.05,0.1,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Brighton",6.2,"n/a",0.03,0.06,0.3,0.03,0.07,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.14,0.6
"Gore",6.6,"n/a",0.04,0.08,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.06,0.13,0.5,0.06,0.15,0.6,0.07,0.18,0.6
"Milton",6.3,"n/a",0.03,0.06,0.3,0.04,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.5,0.05,0.12,0.5,0.06,0.15,0.6
"Winton",6.8,"n/a",0.04,0.09,0.4,0.05,0.11,0.4,0.06,0.13,0.5,0.07,0.15,0.5,0.07,0.18,0.6,0.08,0.2,0.6
"Mataura",6.6,"n/a",0.04,0.08,0.4,0.04,0.09,0.4,0.05,0.11,0.5,0.06,0.13,0.5,0.06,0.15,0.6,0.07,0.18,0.6
"Balclutha",6.3,"n/a",0.03,0.06,0.3,0.04,0.08,0.4,0.04,0.09,0.5,0.05,0.11,0.5,0.05,0.13,0.5,0.06,0.15,0.6
"Riverton",6.8,"n/a",0.05,0.09,0.3,0.05,0.11,0.4,0.06,0.13,0.5,0.07,0.16,0.5,0.08,0.18,0.5,0.09,0.21,0.6
"Invercargill",6.7,"n/a",0.04,0.08,0.4,0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.15,0.5,0.07,0.17,0.6,0.08,0.19,0.6
"Bluff",6.7,"n/a",0.04,0.08,0.4,0.05,0.1,0.4,0.06,0.12,0.5,0.06,0.14,0.5,0.07,0.16,0.6,0.08,0.19,0.6
"Oban",6.7,"n/a",0.04,0.08,0.3,0.05,0.1,0.4,0.06,0.12,0.5,0.06,0.14,0.5,0.07,0.16,0.6,0.08,0.19,0.6
