"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Otira",7.1,1,0.23,0.49,0.3,0.26,0.56,0.4,0.29,0.61,0.4,0.3,0.65,0.5,0.3,0.67,0.6,0.3,0.69,0.7
"Arthurs Pass",6.9,13,0.22,0.48,0.3,0.25,0.54,0.4,0.28,0.6,0.4,0.3,0.64,0.5,0.3,0.66,0.6,0.3,0.69,0.7
"Harihari",7.0,0,0.15,0.33,0.3,0.18,0.38,0.4,0.2,0.43,0.4,0.22,0.47,0.5,0.22,0.5,0.6,0.23,0.54,0.7
"Amberley",6.9,"n/a",0.14,0.29,0.3,0.16,0.34,0.4,0.18,0.39,0.5,0.2,0.45,0.5,0.2,0.48,0.6,0.21,0.53,0.7
"Oxford",6.8,"n/a",0.14,0.29,0.3,0.16,0.34,0.4,0.18,0.39,0.5,0.2,0.45,0.5,0.21,0.48,0.6,0.21,0.53,0.7
"Rangiora",6.8,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.5,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.51,0.7
"Pegasus",6.7,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.5,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.51,0.7
"Woodend",6.7,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.5,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.51,0.7
"Franz Josef",7.1,0,0.13,0.28,0.3,0.15,0.32,0.4,0.17,0.37,0.5,0.19,0.42,0.5,0.19,0.45,0.6,0.2,0.48,0.7
"Kaiapoi",6.6,"n/a",0.13,0.29,0.3,0.16,0.34,0.4,0.18,0.39,0.4,0.19,0.44,0.5,0.2,0.47,0.6,0.21,0.52,0.7
"Fox Glacier",7.1,0,0.13,0.27,0.3,0.15,0.32,0.4,0.17,0.37,0.5,0.19,0.41,0.5,0.19,0.44,0.6,0.2,0.48,0.7
"Darfield",6.6,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.4,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.51,0.7
"West Melton",6.4,"n/a",0.14,0.29,0.3,0.16,0.34,0.4,0.18,0.39,0.4,0.2,0.44,0.5,0.2,0.47,0.6,0.21,0.52,0.6
"Christchurch",6.3,"n/a",0.15,0.32,0.3,0.17,0.37,0.3,0.2,0.42,0.4,0.21,0.47,0.5,0.22,0.49,0.5,0.22,0.54,0.6
"Prebbleton",6.3,"n/a",0.14,0.3,0.3,0.16,0.35,0.3,0.18,0.4,0.4,0.2,0.45,0.5,0.21,0.48,0.5,0.22,0.52,0.6
"Lyttelton",6.2,"n/a",0.14,0.3,0.3,0.16,0.35,0.3,0.19,0.4,0.4,0.2,0.45,0.5,0.21,0.47,0.5,0.22,0.52,0.6
"Rolleston",6.4,"n/a",0.13,0.29,0.3,0.15,0.33,0.4,0.18,0.38,0.4,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.51,0.6
"Methven",6.8,"n/a",0.11,0.23,0.3,0.13,0.28,0.4,0.15,0.32,0.5,0.16,0.37,0.5,0.17,0.41,0.6,0.18,0.46,0.7
"Diamond Harbour",6.2,"n/a",0.13,0.29,0.3,0.16,0.33,0.3,0.18,0.38,0.4,0.19,0.43,0.5,0.2,0.46,0.5,0.21,0.5,0.6
"Lincoln",6.3,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.4,0.19,0.43,0.5,0.2,0.46,0.5,0.21,0.5,0.6
"Mt Cook Village",7.1,"n/a",0.12,0.25,0.3,0.14,0.3,0.4,0.16,0.34,0.5,0.17,0.39,0.5,0.18,0.42,0.6,0.19,0.46,0.7
"Rakaia",6.6,"n/a",0.1,0.22,0.3,0.12,0.26,0.4,0.14,0.3,0.5,0.15,0.35,0.5,0.16,0.38,0.6,0.17,0.43,0.7
"Leeston",6.5,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.5,0.16,0.36,0.5,0.16,0.39,0.6,0.17,0.44,0.6
"Akaroa",6.4,"n/a",0.09,0.2,0.3,0.11,0.23,0.4,0.13,0.28,0.5,0.14,0.32,0.5,0.14,0.35,0.6,0.15,0.4,0.6
"Ashburton",6.6,"n/a",0.09,0.19,0.3,0.11,0.23,0.4,0.12,0.27,0.5,0.14,0.32,0.6,0.14,0.35,0.6,0.15,0.4,0.7
"Geraldine",6.6,"n/a",0.09,0.19,0.3,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.31,0.6,0.14,0.34,0.6,0.15,0.38,0.7
"Fairlie",6.8,"n/a",0.1,0.2,0.3,0.11,0.23,0.4,0.13,0.28,0.5,0.14,0.32,0.6,0.15,0.35,0.6,0.16,0.4,0.7
"Temuka",6.6,"n/a",0.09,0.18,0.3,0.1,0.21,0.4,0.12,0.25,0.5,0.13,0.29,0.6,0.13,0.32,0.6,0.14,0.37,0.7
"Pleasant Point",6.6,"n/a",0.09,0.18,0.3,0.1,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.33,0.6,0.15,0.37,0.7
"Twizel",7.0,"n/a",0.11,0.22,0.3,0.12,0.26,0.4,0.14,0.3,0.5,0.15,0.35,0.6,0.16,0.38,0.6,0.17,0.42,0.7
"Timaru",6.5,"n/a",0.09,0.17,0.3,0.1,0.21,0.4,0.11,0.25,0.5,0.13,0.29,0.6,0.13,0.32,0.6,0.14,0.36,0.7
"Lake Hawea",7.2,"n/a",0.13,0.28,0.3,0.15,0.32,0.4,0.17,0.37,0.5,0.19,0.42,0.6,0.2,0.45,0.6,0.21,0.49,0.7
"Milford Sound",7.4,16,0.33,0.73,0.3,0.38,0.79,0.4,0.41,0.84,0.4,0.41,0.84,0.5,0.41,0.84,0.6,0.39,0.83,0.7
"Wanaka",7.2,"n/a",0.13,0.29,0.3,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.43,0.6,0.2,0.46,0.6,0.21,0.51,0.7
"Waimate",6.4,"n/a",0.08,0.17,0.3,0.1,0.2,0.4,0.11,0.24,0.5,0.12,0.28,0.5,0.13,0.31,0.6,0.14,0.35,0.7
"Arrowtown",7.2,"n/a",0.14,0.29,0.3,0.16,0.34,0.4,0.18,0.39,0.5,0.2,0.44,0.6,0.21,0.47,0.6,0.21,0.51,0.7
"Arthurs Point",7.3,"n/a",0.14,0.31,0.3,0.17,0.36,0.4,0.19,0.41,0.5,0.21,0.46,0.6,0.21,0.49,0.6,0.22,0.53,0.7
"Lake Hayes",7.2,"n/a",0.14,0.29,0.3,0.16,0.34,0.4,0.18,0.38,0.5,0.2,0.43,0.6,0.2,0.47,0.6,0.21,0.51,0.7
"Queenstown",7.2,"n/a",0.14,0.3,0.3,0.16,0.34,0.4,0.18,0.39,0.5,0.2,0.44,0.6,0.21,0.47,0.6,0.22,0.52,0.7
"Cromwell",7.0,"n/a",0.12,0.24,0.4,0.13,0.28,0.4,0.15,0.33,0.5,0.17,0.38,0.6,0.18,0.41,0.6,0.19,0.46,0.7
"Oamaru",6.3,"n/a",0.08,0.16,0.3,0.09,0.2,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.12,0.3,0.6,0.13,0.34,0.6
"Clyde",6.9,"n/a",0.11,0.22,0.4,0.12,0.26,0.4,0.14,0.3,0.5,0.15,0.35,0.6,0.16,0.38,0.6,0.17,0.43,0.7
"Alexandra",6.9,"n/a",0.1,0.21,0.4,0.12,0.25,0.4,0.14,0.3,0.5,0.15,0.34,0.6,0.16,0.38,0.6,0.17,0.42,0.7
"Te Anau",7.4,"n/a",0.19,0.41,0.3,0.22,0.47,0.4,0.25,0.52,0.5,0.26,0.56,0.6,0.27,0.59,0.6,0.27,0.63,0.7
"Palmerston",6.3,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.12,0.3,0.6,0.13,0.34,0.6
"Waikouaiti",6.3,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.1,0.23,0.5,0.12,0.27,0.5,0.12,0.29,0.6,0.13,0.34,0.6
"Mosgiel",6.3,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.12,0.3,0.6,0.13,0.34,0.6
"Dunedin",6.2,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.1,0.23,0.5,0.12,0.27,0.5,0.12,0.29,0.6,0.13,0.33,0.6
"Brighton",6.3,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.12,0.29,0.6,0.13,0.34,0.6
"Gore",6.7,"n/a",0.09,0.2,0.4,0.11,0.23,0.4,0.12,0.27,0.5,0.14,0.32,0.6,0.15,0.35,0.6,0.16,0.39,0.7
"Milton",6.3,"n/a",0.08,0.17,0.3,0.09,0.2,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.13,0.3,0.6,0.13,0.34,0.6
"Winton",7.0,"n/a",0.11,0.23,0.4,0.13,0.27,0.4,0.14,0.32,0.5,0.16,0.36,0.6,0.17,0.39,0.6,0.18,0.44,0.7
"Mataura",6.7,"n/a",0.09,0.2,0.4,0.11,0.23,0.4,0.12,0.27,0.5,0.14,0.32,0.6,0.15,0.35,0.6,0.16,0.39,0.7
"Balclutha",6.4,"n/a",0.08,0.17,0.3,0.1,0.2,0.4,0.11,0.24,0.5,0.12,0.28,0.5,0.13,0.3,0.6,0.14,0.35,0.6
"Riverton",7.1,"n/a",0.12,0.25,0.4,0.14,0.29,0.4,0.16,0.34,0.5,0.17,0.39,0.6,0.18,0.42,0.6,0.19,0.46,0.7
"Invercargill",6.9,"n/a",0.11,0.22,0.4,0.12,0.26,0.4,0.14,0.3,0.5,0.15,0.35,0.6,0.16,0.38,0.6,0.17,0.43,0.7
"Bluff",6.9,"n/a",0.1,0.22,0.4,0.12,0.25,0.4,0.14,0.3,0.5,0.15,0.34,0.6,0.16,0.37,0.6,0.17,0.42,0.7
"Oban",6.9,"n/a",0.11,0.22,0.4,0.12,0.26,0.4,0.14,0.31,0.5,0.15,0.35,0.6,0.16,0.38,0.6,0.17,0.42,0.7
